invoice_id,vendor_id,vendor_name,vendor_address,vendor_tax_id,vendor_bank_routing,vendor_contact,department,invoice_amount,billing_code,invoice_date,approval_timestamp,approver_id,payment_status,fraud_label,signal_embedded
INV-0003129,VND-9030,Peak Enterprises,"1417 Main St, Atlanta, GA 52247",87-5200476,127772220,Robert Brown,Facilities,23024.94,FAC-032,2024-05-18,2024-05-19 11:00:00,APR-401,paid,clean,
INV-0003130,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,29185.91,FIN-052,2023-04-15,2023-04-18 16:00:00,APR-601,paid,clean,
INV-0003131,VND-0055,York Technologies,"4658 Market St, Chicago, IL 20735",70-1325197,904258674,Charles Smith,Operations,634.67,OPS-022,2024-02-17,2024-02-19 10:00:00,APR-301,paid,clean,
INV-0003132,VND-0054,Core Technologies,"2323 Enterprise Ave, New York, NY 16590",43-7360307,451492250,William Davis,IT,35768.68,IT-004,2024-12-21,2024-12-25 15:00:00,APR-102,pending,clean,
INV-0003133,VND-0054,Core Technologies,"2323 Enterprise Ave, New York, NY 16590",43-7360307,451492250,William Davis,IT,1720.87,IT-006,2023-11-05,2023-11-06 10:00:00,APR-102,paid,clean,
INV-0003134,VND-9011,York Partners,"3557 Business Dr, Houston, TX 30585",40-3916107,692697161,Robert Williams,Marketing,10780.1,MKT-015,2023-06-28,2023-07-01 17:00:00,APR-201,paid,fraud,billing_code_cycling
INV-0003135,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,1462.16,HR-040,2023-02-23,2023-02-26 07:00:00,APR-502,paid,clean,
INV-0003136,VND-0003,Apex Group,"7024 Tech Way, Chicago, IL 30379",37-6647119,209747451,Robert Miller,Legal,6243.34,LEG-062,2024-10-07,2024-10-09 20:00:00,APR-701,pending,clean,
INV-0003137,VND-0008,Key Solutions,"3852 Main St, Seattle, WA 62581",44-2110460,326541099,Daniel Moore,Finance,29312.1,FIN-052,2024-06-06,2024-06-10 17:00:00,APR-601,paid,clean,
INV-0003138,VND-0068,Lumen Group,"5052 Main St, Philadelphia, PA 26591",45-1763626,158546865,Charles Jones,Marketing,2685.05,MKT-014,2024-02-06,2024-02-07 19:00:00,APR-202,paid,clean,
INV-0003139,VND-0061,Ideal Corp,"8917 Enterprise Ave, Columbus, OH 67091",85-5502929,446071904,Paul Brown,Finance,952.4,FIN-052,2023-07-12,2023-07-15 16:00:00,APR-601,pending,clean,
INV-0003140,VND-9020,Union Group,"4452 Commerce Blvd, Houston, TX 17816",31-6160869,738923667,Anthony Martin,IT,4453.23,IT-005,2024-03-05,2024-03-09 08:00:00,APR-101,paid,clean,
INV-0003141,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,4611.05,HR-040,2023-09-19,2023-09-22 16:00:00,APR-501,paid,clean,
INV-0003142,VND-0066,Omega Consulting,"5123 Business Dr, Miami, FL 25814",34-6294016,228370927,Anthony Wilson,Finance,18538.81,FIN-051,2024-09-11,2024-09-12 00:00:00,APR-601,paid,clean,
INV-0003143,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,608.68,HR-043,2023-06-27,2023-06-28 06:00:00,APR-502,paid,clean,
INV-0003144,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,536.84,HR-041,2023-11-25,2023-11-29 14:00:00,APR-501,pending,clean,
INV-0003145,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,3658.22,HR-041,2023-04-07,2023-04-10 07:00:00,APR-501,pending,clean,
INV-0003146,VND-0017,Omega Services,"4161 Industrial Pkwy, Houston, TX 54313",12-4860684,731832764,William Smith,HR,1521.35,HR-040,2024-08-10,2024-08-11 16:00:00,APR-501,paid,clean,
INV-0003147,VND-0019,Rapid Group,"9455 Enterprise Ave, Miami, FL 71993",62-4194548,201281557,Robert Taylor,Marketing,35442.47,MKT-013,2023-08-02,2023-08-04 05:00:00,APR-202,paid,clean,
INV-0003148,VND-0061,Ideal Corp,"8917 Enterprise Ave, Columbus, OH 67091",85-5502929,446071904,Paul Brown,Finance,2209.36,FIN-050,2023-05-18,2023-05-19 17:00:00,APR-601,paid,clean,
INV-0003149,VND-0034,Blue Consulting,"6074 Main St, Seattle, WA 37535",97-5186414,816114302,Robert Garcia,Marketing,38985.39,MKT-011,2023-08-08,2023-08-11 11:00:00,APR-201,paid,clean,
INV-0003150,VND-0015,Horizon Corp,"1390 Oak Ave, Columbus, OH 19071",78-3109911,237859287,Matthew Davis,IT,1537.29,IT-003,2023-06-11,2023-06-15 15:00:00,APR-103,paid,clean,
INV-0003151,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,8211.9,OPS-020,2023-11-07,2023-11-11 12:00:00,APR-301,pending,clean,
INV-0003152,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,2131.63,HR-043,2023-11-06,2023-11-07 12:00:00,APR-502,paid,clean,
INV-0003153,VND-0024,Wave Enterprises,"2636 Industrial Pkwy, Chicago, IL 38534",17-2022698,903132646,Richard Smith,Finance,7304.49,FIN-051,2024-02-13,2024-02-17 01:00:00,APR-601,paid,clean,
INV-0003154,VND-0039,Nova Systems,"5239 Market St, Charlotte, NC 77033",24-7462506,719106699,William Jones,HR,44257.93,HR-043,2024-11-20,2024-11-23 09:00:00,APR-501,pending,clean,
INV-0003155,VND-0004,Lumen Corp,"4433 Main St, Columbus, OH 80284",25-7350753,184611066,Charles Jones,Operations,1146.18,OPS-022,2023-03-12,2023-03-15 11:00:00,APR-302,paid,clean,
INV-0003156,VND-0029,Lumen Services,"4102 Tech Way, Chicago, IL 30676",66-6075395,756783995,Mark Taylor,Marketing,4344.38,MKT-014,2024-10-31,2024-11-04 04:00:00,APR-202,paid,clean,
INV-0003157,VND-0047,Delta Enterprises,"2284 Enterprise Ave, Philadelphia, PA 83259",86-6323376,910943524,Thomas Anderson,Legal,16518.72,LEG-062,2023-01-16,2023-01-17 13:00:00,APR-701,pending,clean,
INV-0003158,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,31644.27,IT-005,2024-06-15,2024-06-17 21:00:00,APR-101,paid,fraud,vendor_concentration
INV-0003159,VND-0046,Horizon Group,"190 Oak Ave, Atlanta, GA 38683",32-9689889,598806645,James Wilson,Facilities,24429.06,FAC-033,2023-11-30,2023-12-03 22:00:00,APR-401,paid,clean,
INV-0003160,VND-0060,Nova Enterprises,"1829 Market St, Seattle, WA 93307",68-3566765,567600762,Michael Moore,IT,12776.69,IT-003,2024-11-15,2024-11-18 04:00:00,APR-103,paid,clean,
INV-0003161,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,27970.62,FIN-052,2023-08-17,2023-08-18 20:00:00,APR-601,pending,clean,
INV-0003162,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,3048.18,MKT-013,2024-10-15,2024-10-19 23:00:00,APR-202,paid,clean,
INV-0003163,VND-0011,Delta Group,"2721 Market St, Charlotte, NC 18326",59-7402509,739830322,Thomas Wilson,Legal,31110.52,LEG-061,2023-02-08,2023-02-12 06:00:00,APR-701,pending,clean,
INV-0003164,VND-0068,Lumen Group,"5052 Main St, Philadelphia, PA 26591",45-1763626,158546865,Charles Jones,Marketing,3511.06,MKT-013,2024-10-22,2024-10-23 12:00:00,APR-202,paid,clean,
INV-0003165,VND-0001,Delta Solutions,"4606 Industrial Pkwy, Miami, FL 28289",23-2458591,734036506,Joseph Smith,Finance,44913.17,FIN-052,2024-01-23,2024-01-24 22:00:00,APR-601,paid,clean,
INV-0003166,VND-0046,Horizon Group,"190 Oak Ave, Atlanta, GA 38683",32-9689889,598806645,James Wilson,Facilities,799.73,FAC-031,2024-06-16,2024-06-19 23:00:00,APR-401,pending,clean,
INV-0003167,VND-0044,Vertex Services,"4749 Tech Way, Houston, TX 40784",96-6207974,341206079,Mark Brown,Marketing,3434.82,MKT-010,2023-12-04,2023-12-08 01:00:00,APR-201,pending,clean,
INV-0003168,VND-0069,Union Enterprises,"1780 Main St, Charlotte, NC 47268",70-9031491,572949775,Richard Williams,Marketing,517.65,MKT-013,2023-05-25,2023-05-27 00:00:00,APR-201,paid,clean,
INV-0003169,VND-0055,York Technologies,"4658 Market St, Chicago, IL 20735",70-1325197,904258674,Charles Smith,Operations,2110.76,OPS-021,2023-05-06,2023-05-08 19:00:00,APR-303,paid,clean,
INV-0003170,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,512.06,OPS-021,2024-11-11,2024-11-15 06:00:00,APR-303,paid,clean,
INV-0003171,VND-0007,Union Group,"8851 Industrial Pkwy, New York, NY 70589",58-5528972,787194506,Anthony Wilson,HR,36819.63,HR-042,2024-08-02,2024-08-03 07:00:00,APR-501,pending,clean,
INV-0003172,VND-0035,Nova Corp,"2632 Industrial Pkwy, New York, NY 33206",62-1415846,292587044,Anthony Garcia,HR,44457.09,HR-043,2023-04-17,2023-04-21 05:00:00,APR-502,paid,clean,
INV-0003173,VND-0058,Summit Solutions,"5211 Market St, Atlanta, GA 35995",19-5074336,209415691,Anthony Jackson,IT,771.99,IT-008,2024-04-18,2024-04-19 22:00:00,APR-101,paid,clean,
INV-0003174,VND-0047,Delta Enterprises,"2284 Enterprise Ave, Philadelphia, PA 83259",86-6323376,910943524,Thomas Anderson,Legal,16370.22,LEG-060,2023-02-25,2023-03-01 02:00:00,APR-701,pending,clean,
INV-0003175,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,1833.69,OPS-024,2023-04-25,2023-04-27 15:00:00,APR-301,paid,clean,
INV-0003176,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,16705.04,IT-002,2024-07-24,2024-07-27 14:00:00,APR-101,paid,fraud,vendor_concentration
INV-0003177,VND-9003,Metro Enterprises,"5078 Oak Ave, Miami, FL 25525",81-7982241,751028618,Daniel Jackson,IT,8850.75,IT-008,2024-12-19,2024-12-24 00:00:00,APR-102,paid,fraud,network_clustering
INV-0003178,VND-0017,Omega Services,"4161 Industrial Pkwy, Houston, TX 54313",12-4860684,731832764,William Smith,HR,7666.67,HR-043,2024-04-23,2024-04-26 10:00:00,APR-501,pending,clean,
INV-0003179,VND-9003,Metro Enterprises,"5078 Oak Ave, Miami, FL 25525",81-7982241,751028618,Daniel Jackson,IT,5944.71,IT-004,2023-02-15,2023-02-18 21:00:00,APR-102,paid,fraud,network_clustering
INV-0003180,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,10333.03,OPS-024,2023-04-12,2023-04-14 04:00:00,APR-303,paid,clean,
INV-0003181,VND-0015,Horizon Corp,"1390 Oak Ave, Columbus, OH 19071",78-3109911,237859287,Matthew Davis,IT,13381.23,IT-007,2023-10-30,2023-11-01 11:00:00,APR-101,paid,clean,
INV-0003182,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,36311.16,HR-040,2023-08-20,2023-08-22 21:00:00,APR-502,pending,clean,
INV-0003183,VND-0002,Global Partners,"8379 Main St, Philadelphia, PA 36062",93-8038374,336696312,Thomas Anderson,IT,5688.33,IT-008,2023-06-03,2023-06-07 17:00:00,APR-101,pending,clean,
INV-0003184,VND-9031,Vertex Corp,"9719 Main St, Chicago, IL 85529",15-3939212,605196410,Charles Taylor,IT,71486.4,IT-001,2023-12-21,2023-12-22 01:00:00,APR-103,paid,fraud,benfords_law_violation
INV-0003185,VND-0031,Titan Partners,"5717 Industrial Pkwy, Chicago, IL 76244",72-5213115,154544899,Robert Taylor,Operations,1872.1,OPS-022,2024-12-30,2025-01-03 03:00:00,APR-302,pending,clean,
INV-0003186,VND-9010,Omega Consulting,"9742 Market St, Chicago, IL 84531",89-2010496,754586204,Anthony Johnson,Operations,9181.14,OPS-021,2024-08-09,2024-08-10 05:00:00,APR-301,paid,fraud,sub_threshold_batching
INV-0003187,VND-0022,Rapid Services,"928 Main St, Houston, TX 40982",31-7818496,621453189,Thomas Brown,Legal,26263.74,LEG-060,2024-09-27,2024-09-30 09:00:00,APR-701,paid,clean,
INV-0003188,VND-0021,Global Associates,"7450 Commerce Blvd, Atlanta, GA 34050",45-8761611,368227631,Paul Johnson,Marketing,5570.79,MKT-013,2023-07-23,2023-07-27 13:00:00,APR-202,paid,clean,
INV-0003189,VND-0004,Lumen Corp,"4433 Main St, Columbus, OH 80284",25-7350753,184611066,Charles Jones,Operations,3528.73,OPS-022,2024-10-05,2024-10-06 22:00:00,APR-302,paid,clean,
INV-0003190,VND-0065,Vertex Corp,"6146 Enterprise Ave, Philadelphia, PA 79588",54-8138769,900942073,Charles Garcia,Operations,634.3,OPS-020,2024-01-30,2024-01-31 20:00:00,APR-301,paid,clean,
INV-0003191,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,15858.12,HR-041,2024-02-11,2024-02-13 18:00:00,APR-502,paid,clean,
INV-0003192,VND-0028,York Services,"252 Enterprise Ave, Charlotte, NC 83792",22-2229110,677280546,William Wilson,Operations,12972.44,OPS-023,2023-03-21,2023-03-24 14:00:00,APR-301,pending,clean,
INV-0003193,VND-0065,Vertex Corp,"6146 Enterprise Ave, Philadelphia, PA 79588",54-8138769,900942073,Charles Garcia,Operations,6540.33,OPS-021,2024-12-23,2024-12-24 15:00:00,APR-302,paid,clean,
INV-0003194,VND-0007,Union Group,"8851 Industrial Pkwy, New York, NY 70589",58-5528972,787194506,Anthony Wilson,HR,7435.53,HR-043,2023-08-10,2023-08-13 20:00:00,APR-501,paid,clean,
INV-0003195,VND-0026,Horizon Technologies,"2064 Industrial Pkwy, Charlotte, NC 87924",15-2375453,550139320,Matthew Anderson,Legal,625.2,LEG-061,2023-07-21,2023-07-22 05:00:00,APR-701,pending,clean,
INV-0003196,VND-0056,Union Services,"759 Main St, Miami, FL 36130",12-3556551,356135680,Michael Davis,Marketing,547.52,MKT-011,2023-09-04,2023-09-05 09:00:00,APR-202,paid,clean,
INV-0003197,VND-0009,Union Enterprises,"6582 Enterprise Ave, New York, NY 44718",27-5137722,899925830,Charles Wilson,Marketing,1749.49,MKT-014,2024-08-26,2024-08-29 23:00:00,APR-201,paid,clean,
INV-0003198,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,3745.51,HR-043,2023-06-10,2023-06-13 18:00:00,APR-502,paid,clean,
INV-0003199,VND-0004,Lumen Corp,"4433 Main St, Columbus, OH 80284",25-7350753,184611066,Charles Jones,Operations,43039.33,OPS-020,2023-05-25,2023-05-26 15:00:00,APR-302,paid,clean,
INV-0003200,VND-0029,Lumen Services,"4102 Tech Way, Chicago, IL 30676",66-6075395,756783995,Mark Taylor,Marketing,10555.98,MKT-015,2024-07-25,2024-07-29 18:00:00,APR-201,paid,clean,
INV-0003201,VND-0046,Horizon Group,"190 Oak Ave, Atlanta, GA 38683",32-9689889,598806645,James Wilson,Facilities,15685.91,FAC-033,2023-10-27,2023-10-31 00:00:00,APR-401,paid,clean,
INV-0003202,VND-9021,Summit Consulting,"7295 Oak Ave, Columbus, OH 49857",99-7752972,392322121,Charles Wilson,Operations,25354.13,OPS-024,2023-06-22,2023-06-22 06:00:00,APR-302,paid,fraud,approval_chain_compression
INV-0003203,VND-0069,Union Enterprises,"1780 Main St, Charlotte, NC 47268",70-9031491,572949775,Richard Williams,Marketing,684.92,MKT-010,2024-07-30,2024-08-03 17:00:00,APR-202,paid,clean,
INV-0003204,VND-9012,Apex Technologies,"7481 Enterprise Ave, Chicago, IL 14278",39-5833597,859088046,David Moore,Finance,4248.28,FIN-052,2024-06-08,2024-06-10 02:00:00,APR-601,paid,clean,
INV-0003205,VND-0046,Horizon Group,"190 Oak Ave, Atlanta, GA 38683",32-9689889,598806645,James Wilson,Facilities,13507.52,FAC-033,2023-12-11,2023-12-16 00:00:00,APR-401,pending,clean,
INV-0003206,VND-0006,Ideal Enterprises,"6077 Commerce Blvd, Seattle, WA 56566",36-5479144,853573823,Matthew Taylor,Facilities,510.13,FAC-032,2024-07-04,2024-07-06 00:00:00,APR-401,paid,clean,
INV-0003207,VND-0062,Omega Partners,"7713 Market St, Seattle, WA 13761",73-6452832,295249057,Thomas Brown,Operations,32560.15,OPS-021,2023-10-27,2023-10-30 08:00:00,APR-301,paid,clean,
INV-0003208,VND-0051,Global Technologies,"6481 Main St, Charlotte, NC 59857",71-1098919,477698143,David Jackson,IT,3734.52,IT-008,2023-01-11,2023-01-12 07:00:00,APR-101,paid,clean,
INV-0003209,VND-0055,York Technologies,"4658 Market St, Chicago, IL 20735",70-1325197,904258674,Charles Smith,Operations,1652.36,OPS-024,2023-01-27,2023-01-28 19:00:00,APR-302,paid,clean,
INV-0003210,VND-9013,Omega Services,"3924 Business Dr, Charlotte, NC 96662",35-8132648,223240112,Charles Brown,Finance,1863.26,FIN-052,2024-03-03,2024-03-05 06:00:00,APR-601,paid,clean,
INV-0003211,VND-0008,Key Solutions,"3852 Main St, Seattle, WA 62581",44-2110460,326541099,Daniel Moore,Finance,825.01,FIN-051,2023-04-10,2023-04-13 21:00:00,APR-601,paid,clean,
INV-0003212,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,2389.62,HR-041,2024-07-20,2024-07-21 19:00:00,APR-501,pending,clean,
INV-0003213,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,26646.18,FIN-050,2023-05-29,2023-05-31 15:00:00,APR-601,paid,clean,
INV-0003214,VND-0021,Global Associates,"7450 Commerce Blvd, Atlanta, GA 34050",45-8761611,368227631,Paul Johnson,Marketing,19552.35,MKT-013,2024-02-04,2024-02-08 09:00:00,APR-202,paid,clean,
INV-0003215,VND-0024,Wave Enterprises,"2636 Industrial Pkwy, Chicago, IL 38534",17-2022698,903132646,Richard Smith,Finance,763.99,FIN-050,2024-07-29,2024-07-31 05:00:00,APR-601,pending,clean,
INV-0003216,VND-0028,York Services,"252 Enterprise Ave, Charlotte, NC 83792",22-2229110,677280546,William Wilson,Operations,7238.38,OPS-022,2023-02-23,2023-02-26 03:00:00,APR-302,paid,clean,
INV-0003217,VND-0006,Ideal Enterprises,"6077 Commerce Blvd, Seattle, WA 56566",36-5479144,853573823,Matthew Taylor,Facilities,7742.44,FAC-033,2023-11-14,2023-11-16 22:00:00,APR-401,paid,clean,
INV-0003218,VND-9013,Omega Services,"3924 Business Dr, Charlotte, NC 96662",35-8132648,223240112,Charles Brown,Finance,1446.85,FIN-051,2024-11-11,2024-11-13 16:00:00,APR-601,paid,clean,
INV-0003219,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,3847.24,HR-040,2023-10-10,2023-10-11 04:00:00,APR-502,paid,clean,
INV-0003220,VND-0010,Summit Technologies,"9660 Market St, Seattle, WA 38746",27-9548432,629908599,Robert Jackson,Finance,22134.18,FIN-052,2024-03-15,2024-03-16 10:00:00,APR-601,paid,clean,
INV-0003221,VND-0023,Fox Technologies,"135 Market St, Chicago, IL 69638",46-8096887,847959430,Anthony Jackson,IT,29492.5,IT-008,2023-05-01,2023-05-04 05:00:00,APR-102,paid,clean,
INV-0003222,VND-0053,Vertex Technologies,"2804 Enterprise Ave, New York, NY 91560",78-1452421,523076025,Daniel Anderson,Finance,34409.82,FIN-052,2023-03-29,2023-04-01 13:00:00,APR-601,pending,clean,
INV-0003223,VND-0067,Fox Partners,"3645 Enterprise Ave, Chicago, IL 87278",77-5747930,207939087,Paul Brown,Finance,9887.03,FIN-051,2023-08-28,2023-08-31 16:00:00,APR-601,paid,clean,
INV-0003224,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,6318.48,HR-040,2024-07-18,2024-07-21 13:00:00,APR-501,pending,clean,
INV-0003225,VND-9030,Peak Enterprises,"1417 Main St, Atlanta, GA 52247",87-5200476,127772220,Robert Brown,Facilities,7951.85,FAC-033,2024-01-31,2024-02-01 09:00:00,APR-401,paid,fraud,duplicate_billing_morphed
INV-0003226,VND-0003,Apex Group,"7024 Tech Way, Chicago, IL 30379",37-6647119,209747451,Robert Miller,Legal,618.2,LEG-061,2024-05-20,2024-05-22 19:00:00,APR-701,paid,clean,
INV-0003227,VND-0016,Ideal Associates,"7032 Industrial Pkwy, Philadelphia, PA 36365",49-7693979,821218382,Matthew Garcia,Marketing,2783.3,MKT-013,2023-06-02,2023-06-06 01:00:00,APR-201,paid,clean,
INV-0003228,VND-0019,Rapid Group,"9455 Enterprise Ave, Miami, FL 71993",62-4194548,201281557,Robert Taylor,Marketing,17148.18,MKT-012,2024-10-25,2024-10-28 04:00:00,APR-202,paid,clean,
INV-0003229,VND-0012,Apex Services,"8897 Business Dr, Seattle, WA 24621",47-8294150,269820594,Thomas Smith,HR,8361.31,HR-040,2024-12-21,2024-12-24 07:00:00,APR-501,pending,clean,
INV-0003230,VND-0026,Horizon Technologies,"2064 Industrial Pkwy, Charlotte, NC 87924",15-2375453,550139320,Matthew Anderson,Legal,2356.81,LEG-062,2024-02-03,2024-02-05 23:00:00,APR-701,paid,clean,
INV-0003231,VND-0032,Ideal Solutions,"158 Tech Way, New York, NY 93507",43-3710895,895890631,Thomas Wilson,Legal,15418.84,LEG-062,2024-10-24,2024-10-28 15:00:00,APR-701,paid,clean,
INV-0003232,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,7746.71,FIN-050,2023-12-26,2023-12-30 23:00:00,APR-601,paid,clean,
INV-0003233,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,21392.02,FIN-051,2023-05-08,2023-05-11 21:00:00,APR-601,pending,clean,
INV-0003234,VND-0029,Lumen Services,"4102 Tech Way, Chicago, IL 30676",66-6075395,756783995,Mark Taylor,Marketing,42681.27,MKT-011,2024-11-18,2024-11-19 22:00:00,APR-201,pending,clean,
INV-0003235,VND-0054,Core Technologies,"2323 Enterprise Ave, New York, NY 16590",43-7360307,451492250,William Davis,IT,2282.43,IT-004,2024-02-29,2024-03-01 06:00:00,APR-103,paid,clean,
INV-0003236,VND-0060,Nova Enterprises,"1829 Market St, Seattle, WA 93307",68-3566765,567600762,Michael Moore,IT,1076.34,IT-001,2024-01-25,2024-01-29 17:00:00,APR-101,paid,clean,
INV-0003237,VND-0004,Lumen Corp,"4433 Main St, Columbus, OH 80284",25-7350753,184611066,Charles Jones,Operations,2085.51,OPS-022,2024-06-24,2024-06-25 14:00:00,APR-301,pending,clean,
INV-0003238,VND-9020,Union Group,"4452 Commerce Blvd, Houston, TX 17816",31-6160869,738923667,Anthony Martin,IT,21541.38,IT-003,2024-05-07,2024-05-11 03:00:00,APR-101,paid,fraud,new_vendor_ramp
INV-0003239,VND-0060,Nova Enterprises,"1829 Market St, Seattle, WA 93307",68-3566765,567600762,Michael Moore,IT,14153.35,IT-002,2023-06-09,2023-06-13 11:00:00,APR-101,paid,clean,
INV-0003240,VND-0009,Union Enterprises,"6582 Enterprise Ave, New York, NY 44718",27-5137722,899925830,Charles Wilson,Marketing,39996.37,MKT-014,2023-11-15,2023-11-17 19:00:00,APR-202,pending,clean,
INV-0003241,VND-0010,Summit Technologies,"9660 Market St, Seattle, WA 38746",27-9548432,629908599,Robert Jackson,Finance,24022.52,FIN-050,2024-08-21,2024-08-25 00:00:00,APR-601,paid,clean,
INV-0003242,VND-0060,Nova Enterprises,"1829 Market St, Seattle, WA 93307",68-3566765,567600762,Michael Moore,IT,726.2,IT-004,2023-06-25,2023-06-28 04:00:00,APR-103,pending,clean,
INV-0003243,VND-9020,Union Group,"4452 Commerce Blvd, Houston, TX 17816",31-6160869,738923667,Anthony Martin,IT,27370.24,IT-004,2024-05-13,2024-05-16 06:00:00,APR-101,paid,fraud,new_vendor_ramp
INV-0003244,VND-0021,Global Associates,"7450 Commerce Blvd, Atlanta, GA 34050",45-8761611,368227631,Paul Johnson,Marketing,33572.54,MKT-010,2024-08-05,2024-08-07 13:00:00,APR-202,paid,clean,
INV-0003245,VND-0048,Nova Associates,"7405 Commerce Blvd, Columbus, OH 68991",43-5147994,784683755,David Jackson,HR,2911.92,HR-042,2024-10-30,2024-11-02 22:00:00,APR-501,paid,clean,
INV-0003246,VND-9003,Metro Enterprises,"5078 Oak Ave, Miami, FL 25525",81-7982241,751028618,Daniel Jackson,IT,12342.16,IT-001,2024-09-04,2024-09-06 07:00:00,APR-102,paid,fraud,network_clustering
INV-0003247,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,2470.91,HR-043,2023-05-02,2023-05-05 09:00:00,APR-502,pending,clean,
INV-0003248,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,677.16,MKT-014,2024-08-15,2024-08-18 21:00:00,APR-202,paid,clean,
INV-0003249,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,11901.36,FIN-051,2024-09-14,2024-09-17 00:00:00,APR-601,pending,clean,
INV-0003250,VND-0047,Delta Enterprises,"2284 Enterprise Ave, Philadelphia, PA 83259",86-6323376,910943524,Thomas Anderson,Legal,613.49,LEG-061,2023-08-31,2023-09-01 14:00:00,APR-701,pending,clean,
INV-0003251,VND-0045,Blue Partners,"7884 Oak Ave, Columbus, OH 64321",90-4262081,871318048,Anthony Miller,IT,1592.26,IT-008,2023-09-22,2023-09-26 01:00:00,APR-103,paid,clean,
INV-0003252,VND-0057,Summit Partners,"7719 Business Dr, Seattle, WA 31992",87-2921542,935147672,Paul Williams,IT,2517.01,IT-003,2024-05-24,2024-05-25 13:00:00,APR-103,paid,clean,
INV-0003253,VND-9011,York Partners,"3557 Business Dr, Houston, TX 30585",40-3916107,692697161,Robert Williams,Marketing,2504.73,MKT-010,2023-10-30,2023-11-03 05:00:00,APR-201,paid,fraud,billing_code_cycling
INV-0003254,VND-0021,Global Associates,"7450 Commerce Blvd, Atlanta, GA 34050",45-8761611,368227631,Paul Johnson,Marketing,1332.76,MKT-014,2023-04-15,2023-04-17 00:00:00,APR-201,pending,clean,
INV-0003255,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,600.59,HR-040,2024-07-21,2024-07-24 23:00:00,APR-502,paid,clean,
INV-0003256,VND-0005,Lumen Corp,"3250 Oak Ave, Los Angeles, CA 96673",39-5855124,185675980,Paul Brown,HR,1880.86,HR-043,2023-11-26,2023-11-30 01:00:00,APR-501,paid,clean,
INV-0003257,VND-0034,Blue Consulting,"6074 Main St, Seattle, WA 37535",97-5186414,816114302,Robert Garcia,Marketing,29978.71,MKT-014,2024-04-24,2024-04-27 23:00:00,APR-202,pending,clean,
INV-0003258,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,1373.42,MKT-011,2023-02-04,2023-02-08 12:00:00,APR-201,paid,clean,
