transaction_id,customer_id,order_amount,discount_code,discount_amount,transaction_status,refund_amount,refunded_at,dispute_status,dispute_reason,dispute_filed_at,delivered_at,created_at,ip_address,device_fingerprint,card_fingerprint,card_bin,card_last4,shipping_address,billing_address,avs_result,product_category,traffic_source,affiliate_id,fraud_label,signal_embedded
TXN-00002468,CUST-001976,138.33,,0.0,succeeded,0.0,,,,,2024-10-31 02:29:00,2024-10-29 02:29:00,51.35.82.97,DEV-745711,CARD-4426120,512345,3555,"4769 Main St, Dallas, NY","1596 Cedar Ln, Philadelphia, NY",N,Food,affiliate_001,,clean,
TXN-00002469,CUST-000868,60.37,,0.0,succeeded,0.0,,,,,2024-02-22 12:43:00,2024-02-15 12:43:00,255.55.130.44,DEV-116915,CARD-5054829,522222,3038,"8733 Main St, New York, TX","4786 Cedar Ln, San Antonio, IL",N,Books,email,,clean,
TXN-00002470,CUST-001031,112.31,,0.0,succeeded,0.0,,,,,2024-01-06 07:57:00,2024-01-01 07:57:00,202.76.241.158,DEV-602709,CARD-4324726,370000,7837,"1910 Main St, Dallas, OH","3170 Main St, Chicago, OH",A,Food,affiliate_001,,clean,
TXN-00002471,CUST-001730,137.72,,0.0,succeeded,0.0,,,,,2024-07-03 21:29:00,2024-06-26 21:29:00,227.9.130.78,DEV-719906,CARD-9547125,411111,8451,"9350 Park Blvd, New York, CA","2264 Cedar Ln, New York, TX",Y,Beauty,email,,clean,
TXN-00002472,CUST-000394,180.53,,0.0,succeeded,0.0,,,,,2024-03-17 20:08:00,2024-03-14 20:08:00,69.115.227.49,DEV-576662,CARD-3981317,411111,8908,"186 Oak Ave, Los Angeles, GA","4021 Main St, Phoenix, WA",A,Beauty,organic,,clean,
TXN-00002473,CUST-000309,192.23,,0.0,succeeded,0.0,,,,,2024-12-12 18:58:00,2024-12-06 18:58:00,210.128.2.143,DEV-210299,CARD-4910643,411111,5543,"3959 Elm St, San Diego, TX","9964 Elm St, San Diego, IL",N,Sports,organic,,clean,
TXN-00002474,CUST-000644,216.69,,0.0,succeeded,0.0,,,,,2024-06-15 17:25:00,2024-06-09 17:25:00,168.167.170.148,DEV-964154,CARD-6746233,601100,7625,"699 Cedar Ln, San Jose, OH","2722 Park Blvd, San Antonio, CA",A,Sports,email,,clean,
TXN-00002475,CUST-001222,92.86,,0.0,succeeded,0.0,,,,,2024-11-23 21:20:00,2024-11-19 21:20:00,129.169.12.227,DEV-221035,CARD-6059716,370000,9215,"3033 Park Blvd, San Antonio, GA","2262 Cedar Ln, Dallas, FL",Y,Books,affiliate_001,,clean,
TXN-00002476,CUST-000268,183.71,,0.0,succeeded,0.0,,,,,2024-02-11 23:14:00,2024-02-07 23:14:00,32.18.252.38,DEV-608836,CARD-5230938,400000,9120,"2092 Cedar Ln, San Jose, FL","7043 Main St, Phoenix, WA",N,Toys,affiliate_001,,clean,
TXN-00002477,CUST-001260,511.02,,0.0,succeeded,0.0,,,,,2024-04-26 14:14:00,2024-04-24 14:14:00,230.141.227.179,DEV-803913,CARD-5305649,601100,3680,"743 Park Blvd, San Antonio, OH","7002 Park Blvd, Philadelphia, GA",Y,Sports,affiliate_001,,clean,
TXN-00002478,CUST-000617,670.45,,0.0,succeeded,0.0,,,,,2024-09-16 13:37:00,2024-09-12 13:37:00,134.184.121.243,DEV-271535,CARD-7692093,450000,4849,"1689 Cedar Ln, San Diego, FL","7956 Park Blvd, Chicago, FL",Y,Electronics,paid_social,,clean,
TXN-00002479,CUST-001339,506.89,,0.0,succeeded,0.0,,,,,2024-08-11 00:28:00,2024-08-04 00:28:00,2.29.137.105,DEV-548171,CARD-7543669,522222,1328,"6123 Oak Ave, Los Angeles, WA","1113 Oak Ave, Phoenix, NY",Y,Automotive,email,,clean,
TXN-00002480,CUST-FF000,355.4,,0.0,succeeded,0.0,,,,,2024-04-28 09:09:00,2024-04-26 09:09:00,172.223.143.237,DEV-139879,CARD-5567456,601100,7850,"550 Elm St, Chicago, OH","8798 Park Blvd, New York, WA",Y,Apparel,organic,,clean,
TXN-00002481,CUST-000500,179.24,,0.0,succeeded,0.0,,,,,2024-05-10 11:10:00,2024-05-03 11:10:00,169.184.122.152,DEV-860063,CARD-2027491,341111,7729,"2168 Cedar Ln, Chicago, IL","1160 Oak Ave, New York, CA",Y,Apparel,organic,,clean,
TXN-00002482,CUST-000552,784.33,,0.0,succeeded,0.0,,,,,2024-05-15 17:14:00,2024-05-12 17:14:00,220.168.1.247,DEV-999323,CARD-3979234,370000,8541,"2563 Elm St, San Jose, TX","5632 Cedar Ln, San Diego, FL",Y,Electronics,organic,,clean,
TXN-00002483,CUST-001476,510.57,,0.0,succeeded,0.0,,,,,2024-11-10 00:04:00,2024-11-03 00:04:00,196.174.215.226,DEV-864980,CARD-8456051,411111,3634,"8103 Elm St, Chicago, NY","1881 Park Blvd, Los Angeles, IL",Z,Sports,affiliate_001,,clean,
TXN-00002484,CUST-001676,70.89,,0.0,succeeded,0.0,,,,,2024-01-28 05:57:00,2024-01-21 05:57:00,227.24.205.66,DEV-698373,CARD-5346036,424242,5935,"8621 Oak Ave, San Antonio, OH","5117 Cedar Ln, New York, GA",N,Toys,organic,,clean,
TXN-00002485,CUST-000037,94.6,,0.0,succeeded,0.0,,,,,2024-01-11 21:53:00,2024-01-09 21:53:00,8.71.252.211,DEV-492525,CARD-1141737,424242,5313,"5802 Park Blvd, San Diego, FL","399 Oak Ave, San Diego, TX",Y,Books,organic,,clean,
TXN-00002486,CUST-000039,697.8,,0.0,succeeded,0.0,,,,,2024-03-16 08:42:00,2024-03-14 08:42:00,37.213.165.133,DEV-929760,CARD-4177440,601100,5703,"4250 Oak Ave, San Antonio, OH","650 Elm St, San Antonio, CA",N,Home,affiliate_001,,clean,
TXN-00002487,CUST-000312,254.63,,0.0,succeeded,0.0,,,,,2024-06-27 09:36:00,2024-06-22 09:36:00,50.103.163.127,DEV-896801,CARD-5453934,341111,6871,"4642 Park Blvd, Houston, NY","9755 Cedar Ln, San Jose, WA",A,Automotive,affiliate_001,,clean,
TXN-00002488,CUST-001408,782.33,,0.0,succeeded,0.0,,,,,2024-10-01 03:09:00,2024-09-29 03:09:00,131.214.118.175,DEV-875371,CARD-1271494,522222,8731,"9809 Elm St, Dallas, NY","6553 Park Blvd, Houston, FL",N,Apparel,affiliate_001,,clean,
TXN-00002489,CUST-001164,116.74,,0.0,succeeded,0.0,,,,,2024-08-06 13:28:00,2024-07-30 13:28:00,150.91.193.53,DEV-963751,CARD-1466920,424242,2009,"1571 Oak Ave, Dallas, OH","7146 Elm St, Los Angeles, WA",N,Automotive,email,,clean,
TXN-00002490,CUST-001762,315.77,,0.0,succeeded,0.0,,,,,2024-01-23 05:00:00,2024-01-19 05:00:00,249.246.40.166,DEV-485466,CARD-6109655,411111,5812,"7865 Oak Ave, Dallas, CA","1260 Oak Ave, Los Angeles, GA",Y,Books,email,,clean,
TXN-00002491,CUST-001145,327.8,,0.0,succeeded,0.0,,,,,2024-08-25 05:27:00,2024-08-19 05:27:00,130.253.112.120,DEV-377969,CARD-7927675,522222,6764,"2264 Park Blvd, San Jose, IL","5747 Oak Ave, San Antonio, OH",A,Automotive,organic,,clean,
TXN-00002492,CUST-000483,54.58,,0.0,succeeded,0.0,,,,,2024-01-09 01:28:00,2024-01-03 01:28:00,98.248.74.65,DEV-811386,CARD-1017933,601100,2490,"7545 Cedar Ln, Dallas, GA","1288 Park Blvd, Los Angeles, CA",Z,Automotive,affiliate_001,,clean,
TXN-00002493,CUST-000535,695.39,,0.0,succeeded,0.0,,,,,2024-10-17 08:18:00,2024-10-15 08:18:00,191.134.210.126,DEV-918538,CARD-7689268,341111,4413,"6591 Main St, Houston, TX","6872 Cedar Ln, Dallas, FL",Z,Apparel,affiliate_001,,clean,
TXN-00002494,CUST-001912,679.12,,0.0,succeeded,0.0,,,,,2024-03-16 05:22:00,2024-03-14 05:22:00,29.205.212.18,DEV-619585,CARD-6086348,378282,5496,"6419 Oak Ave, Los Angeles, NY","6443 Cedar Ln, Houston, IL",Z,Home,email,,clean,
TXN-00002495,CUST-001125,526.03,,0.0,succeeded,0.0,,,,,2024-11-05 11:40:00,2024-11-02 11:40:00,192.134.25.79,DEV-557929,CARD-6349159,601100,1392,"5903 Main St, New York, OH","4971 Elm St, San Diego, TX",Z,Garden,paid_social,,clean,
TXN-00002496,CUST-000853,191.23,,0.0,succeeded,0.0,,,,,2024-03-10 09:15:00,2024-03-05 09:15:00,118.102.34.188,DEV-567478,CARD-8862187,601100,2226,"6192 Elm St, San Antonio, CA","1929 Elm St, Phoenix, OH",Y,Home,paid_social,,clean,
TXN-00002497,CUST-000380,86.64,,0.0,succeeded,0.0,,,,,2024-09-19 11:38:00,2024-09-15 11:38:00,188.21.39.66,DEV-920155,CARD-3015209,450000,9395,"5011 Oak Ave, Los Angeles, OH","226 Main St, Chicago, CA",A,Books,paid_social,,clean,
TXN-00002498,CUST-001257,324.08,,0.0,succeeded,0.0,,,,,2024-05-05 02:50:00,2024-04-28 02:50:00,116.152.18.147,DEV-595538,CARD-1725710,450000,3093,"5571 Oak Ave, New York, GA","247 Oak Ave, Philadelphia, TX",A,Automotive,affiliate_001,,clean,
TXN-00002499,CUST-001385,13.34,,0.0,succeeded,0.0,,,,,2024-04-22 20:15:00,2024-04-19 20:15:00,129.67.213.39,DEV-202663,CARD-1832810,424242,8169,"148 Main St, San Jose, IL","8493 Elm St, San Diego, NY",A,Sports,organic,,clean,
TXN-00002500,CUST-001460,716.39,,0.0,succeeded,0.0,,,,,2024-08-26 10:42:00,2024-08-20 10:42:00,254.197.163.129,DEV-458475,CARD-5507672,411111,3532,"5608 Main St, Dallas, WA","5272 Oak Ave, San Jose, CA",Y,Food,affiliate_001,,clean,
TXN-00002501,CUST-001061,326.21,,0.0,succeeded,0.0,,,,,2024-03-10 06:45:00,2024-03-07 06:45:00,77.34.116.178,DEV-711709,CARD-3412551,341111,1339,"9619 Elm St, Philadelphia, WA","8538 Park Blvd, Philadelphia, WA",Z,Beauty,affiliate_001,,clean,
TXN-00002502,CUST-001900,284.41,,0.0,succeeded,0.0,,,,,2024-05-24 07:38:00,2024-05-21 07:38:00,186.155.84.212,DEV-900423,CARD-9276995,601100,9938,"5197 Cedar Ln, Los Angeles, WA","3627 Cedar Ln, Philadelphia, IL",Z,Toys,organic,,clean,
TXN-00002503,CUST-000777,686.18,,0.0,succeeded,0.0,,,,,2024-11-10 01:14:00,2024-11-07 01:14:00,18.42.92.243,DEV-240399,CARD-1062099,378282,9685,"3825 Cedar Ln, San Antonio, GA","5026 Elm St, Dallas, FL",Z,Food,email,,clean,
TXN-00002504,CUST-000597,204.0,,0.0,succeeded,0.0,,,,,2024-03-20 20:10:00,2024-03-16 20:10:00,99.63.129.158,DEV-632636,CARD-8564662,601100,3217,"6209 Cedar Ln, Dallas, WA","6859 Park Blvd, Phoenix, FL",A,Electronics,affiliate_001,,clean,
TXN-00002505,CUST-001017,418.2,,0.0,succeeded,0.0,,,,,2024-07-16 20:12:00,2024-07-09 20:12:00,103.233.121.175,DEV-352378,CARD-1165990,424242,6056,"5016 Main St, Phoenix, NY","5323 Cedar Ln, Philadelphia, WA",N,Beauty,affiliate_001,,clean,
TXN-00002506,CUST-000973,377.55,,0.0,succeeded,0.0,,,,,2024-07-25 10:27:00,2024-07-22 10:27:00,173.21.214.178,DEV-405138,CARD-4143867,522222,1237,"4515 Oak Ave, Philadelphia, WA","5462 Main St, Houston, CA",N,Books,email,,clean,
TXN-00002507,CUST-001118,284.64,,0.0,succeeded,0.0,,,,,2024-05-07 00:49:00,2024-05-05 00:49:00,54.105.146.244,DEV-228812,CARD-8401884,522222,3219,"3364 Cedar Ln, Dallas, WA","9704 Main St, San Diego, WA",N,Beauty,affiliate_001,,clean,
TXN-00002508,CUST-000615,83.54,,0.0,succeeded,0.0,,,,,2024-08-18 13:17:00,2024-08-12 13:17:00,194.178.115.203,DEV-479184,CARD-3614315,400000,7304,"3399 Elm St, New York, NY","4688 Main St, Dallas, GA",Z,Home,paid_social,,clean,
TXN-00002509,CUST-000431,212.51,,0.0,succeeded,0.0,,,,,2024-08-29 01:02:00,2024-08-24 01:02:00,3.206.57.187,DEV-708915,CARD-6419939,512345,3715,"8182 Cedar Ln, San Antonio, IL","775 Cedar Ln, Phoenix, WA",Y,Electronics,email,,clean,
TXN-00002510,CUST-001482,119.41,,0.0,succeeded,0.0,,,,,2024-04-18 22:38:00,2024-04-15 22:38:00,126.148.30.172,DEV-248271,CARD-5462153,522222,1176,"3827 Elm St, San Antonio, WA","6231 Oak Ave, San Jose, WA",Y,Sports,affiliate_001,,clean,
TXN-00002511,CUST-000614,404.71,,0.0,succeeded,0.0,,,,,2024-04-04 21:16:00,2024-03-30 21:16:00,127.6.144.6,DEV-515894,CARD-2662029,424242,3291,"8983 Elm St, Chicago, WA","2375 Elm St, San Diego, OH",Y,Food,email,,clean,
TXN-00002512,CUST-001240,60.67,,0.0,succeeded,0.0,,,,,2024-11-26 19:24:00,2024-11-24 19:24:00,161.215.28.142,DEV-246127,CARD-4855212,424242,5319,"2015 Elm St, San Antonio, TX","3489 Oak Ave, Houston, TX",Z,Home,email,,clean,
TXN-00002513,CUST-000603,297.99,,0.0,succeeded,0.0,,,,,2024-05-30 14:06:00,2024-05-23 14:06:00,199.2.118.90,DEV-873664,CARD-9616767,411111,6303,"9015 Elm St, Philadelphia, CA","7355 Main St, San Antonio, WA",Y,Automotive,affiliate_001,,clean,
TXN-00002514,CUST-000254,326.54,,0.0,succeeded,0.0,,,,,2024-06-27 07:21:00,2024-06-21 07:21:00,221.67.247.181,DEV-420669,CARD-4311933,341111,4102,"8604 Main St, New York, FL","6737 Oak Ave, San Antonio, WA",N,Garden,affiliate_001,,clean,
TXN-00002515,CUST-001443,28.3,,0.0,succeeded,0.0,,,,,2024-07-20 21:24:00,2024-07-18 21:24:00,224.146.109.141,DEV-716348,CARD-3046210,341111,4009,"7086 Park Blvd, Chicago, TX","5724 Cedar Ln, Dallas, GA",Y,Home,organic,,clean,
TXN-00002516,CUST-000793,506.95,,0.0,succeeded,0.0,,,,,2024-10-27 20:20:00,2024-10-24 20:20:00,170.220.216.179,DEV-733453,CARD-3460840,378282,9298,"490 Oak Ave, Houston, CA","6970 Main St, Houston, OH",Y,Beauty,paid_social,,clean,
TXN-00002517,CUST-000897,572.76,,0.0,succeeded,0.0,,,,,2024-05-30 08:42:00,2024-05-28 08:42:00,170.194.152.116,DEV-128210,CARD-2643357,411111,7781,"149 Oak Ave, Philadelphia, OH","5493 Main St, New York, WA",N,Home,affiliate_001,,clean,
TXN-00002518,CUST-001754,277.67,,0.0,succeeded,0.0,,,,,2024-07-01 05:59:00,2024-06-24 05:59:00,192.117.65.143,DEV-691067,CARD-9047513,341111,5537,"5363 Cedar Ln, San Diego, CA","2830 Main St, Chicago, TX",N,Automotive,affiliate_001,,clean,
TXN-00002519,CUST-000498,60.47,,0.0,succeeded,0.0,,,,,2024-05-20 05:18:00,2024-05-16 05:18:00,108.63.107.115,DEV-478024,CARD-6284044,424242,4178,"9863 Cedar Ln, Phoenix, GA","6135 Park Blvd, San Diego, GA",Y,Apparel,organic,,clean,
TXN-00002520,CUST-000103,484.79,,0.0,succeeded,0.0,,,,,2024-10-29 03:42:00,2024-10-22 03:42:00,144.201.248.60,DEV-772973,CARD-4362532,400000,9695,"9694 Cedar Ln, San Jose, NY","3430 Park Blvd, Chicago, FL",Y,Apparel,affiliate_001,,clean,
TXN-00002521,CUST-000954,339.54,,0.0,succeeded,0.0,,,,,2024-06-04 02:13:00,2024-05-28 02:13:00,5.53.198.22,DEV-576819,CARD-1417104,370000,4211,"341 Elm St, Dallas, CA","2761 Park Blvd, Los Angeles, GA",Y,Books,paid_social,,clean,
TXN-00002522,CUST-001444,646.23,,0.0,succeeded,0.0,,,,,2024-05-05 14:56:00,2024-04-30 14:56:00,189.51.131.60,DEV-109270,CARD-2697267,411111,8765,"2455 Cedar Ln, San Jose, TX","6060 Elm St, New York, WA",A,Apparel,email,,clean,
TXN-00002523,CUST-001015,41.65,,0.0,succeeded,0.0,,,,,2024-06-25 22:25:00,2024-06-21 22:25:00,8.63.221.91,DEV-486705,CARD-7126192,370000,8763,"9827 Oak Ave, Los Angeles, OH","759 Oak Ave, Dallas, GA",Y,Garden,paid_social,,clean,
TXN-00002524,CUST-000572,410.12,,0.0,succeeded,0.0,,,,,2024-01-11 04:18:00,2024-01-08 04:18:00,34.222.1.89,DEV-425420,CARD-9262235,601100,7149,"7075 Main St, Dallas, GA","5954 Oak Ave, Phoenix, OH",A,Garden,organic,,clean,
TXN-00002525,CUST-000364,713.78,,0.0,succeeded,0.0,,,,,2024-11-24 18:27:00,2024-11-18 18:27:00,109.160.159.184,DEV-364978,CARD-9967817,522222,6937,"5141 Oak Ave, Dallas, OH","2168 Cedar Ln, New York, NY",Y,Toys,email,,clean,
TXN-00002526,CUST-001438,243.74,,0.0,succeeded,243.74,2024-08-19 23:20:00,,,,2024-07-27 23:20:00,2024-07-20 23:20:00,45.1.183.213,DEV-633922,CARD-2486826,400000,1300,"1475 Elm St, San Jose, NY","9330 Cedar Ln, Philadelphia, FL",Y,Home,email,,clean,
TXN-00002527,CUST-001455,275.88,,0.0,succeeded,0.0,,,,,2024-12-20 13:38:00,2024-12-15 13:38:00,40.244.140.23,DEV-987224,CARD-6012068,424242,6496,"2908 Oak Ave, San Jose, FL","6111 Oak Ave, San Jose, NY",N,Apparel,email,,clean,
TXN-00002528,CUST-000123,38.53,,0.0,succeeded,0.0,,,,,2024-10-21 17:35:00,2024-10-14 17:35:00,193.167.46.23,DEV-647942,CARD-5274698,601100,1151,"1106 Oak Ave, New York, TX","2426 Park Blvd, San Diego, NY",Y,Books,organic,,clean,
TXN-00002529,CUST-000494,84.51,,0.0,succeeded,0.0,,,,,2024-02-17 14:21:00,2024-02-10 14:21:00,250.115.128.128,DEV-272034,CARD-7994426,341111,5641,"7544 Park Blvd, San Antonio, CA","5092 Park Blvd, San Jose, NY",A,Apparel,paid_social,,clean,
TXN-00002530,CUST-000310,608.7,,0.0,succeeded,0.0,,,,,2024-09-16 16:24:00,2024-09-11 16:24:00,92.24.177.71,DEV-736970,CARD-2276082,400000,4426,"5314 Cedar Ln, Chicago, CA","1663 Cedar Ln, Houston, TX",Y,Electronics,affiliate_001,,clean,
TXN-00002531,CUST-000312,441.15,,0.0,succeeded,441.15,2024-06-02 07:54:00,,,,2024-05-13 07:54:00,2024-05-09 07:54:00,209.149.232.231,DEV-583938,CARD-5730126,512345,6762,"3059 Oak Ave, Phoenix, CA","2063 Cedar Ln, San Diego, OH",Y,Garden,paid_social,,clean,
TXN-00002532,CUST-001412,275.52,,0.0,succeeded,0.0,,,,,2024-04-06 13:42:00,2024-04-03 13:42:00,41.181.245.168,DEV-309284,CARD-3488343,400000,2056,"9436 Main St, Chicago, OH","3586 Park Blvd, Philadelphia, OH",Z,Home,organic,,clean,
TXN-00002533,CUST-000623,612.27,,0.0,succeeded,0.0,,,,,2024-04-03 07:05:00,2024-03-28 07:05:00,168.54.130.184,DEV-943541,CARD-3327013,378282,1620,"6121 Park Blvd, Houston, GA","1357 Oak Ave, San Jose, OH",Z,Garden,email,,clean,
TXN-00002534,CUST-VF003,480.01,,0.0,succeeded,0.0,,,,,2024-09-27 14:33:00,2024-09-25 14:33:00,121.163.172.67,DEV-304633,CARD-5042002,601100,9954,"8720 Elm St, Los Angeles, IL","1467 Elm St, San Antonio, IL",N,Electronics,direct,,fraud,velocity_fraud
TXN-00002535,CUST-000876,795.94,,0.0,succeeded,0.0,,,,,2024-12-21 19:13:00,2024-12-14 19:13:00,139.75.236.25,DEV-950719,CARD-8824400,378282,8922,"4230 Cedar Ln, Chicago, CA","6234 Main St, Los Angeles, GA",N,Garden,affiliate_001,,clean,
TXN-00002536,CUST-000773,88.2,,0.0,succeeded,0.0,,,,,2024-05-18 13:08:00,2024-05-14 13:08:00,75.48.227.176,DEV-166792,CARD-7168496,424242,6238,"8934 Elm St, San Jose, NY","660 Park Blvd, Philadelphia, CA",Y,Beauty,email,,clean,
TXN-00002537,CUST-001017,135.43,,0.0,succeeded,0.0,,,,,2024-09-21 19:53:00,2024-09-19 19:53:00,253.103.126.198,DEV-876404,CARD-7464091,411111,8219,"6737 Park Blvd, Chicago, CA","4131 Oak Ave, Dallas, GA",Y,Toys,email,,clean,
TXN-00002538,CUST-001101,692.87,,0.0,succeeded,0.0,,,,,2024-12-15 22:22:00,2024-12-12 22:22:00,222.5.11.150,DEV-952208,CARD-7530886,522222,7406,"6805 Main St, Phoenix, FL","3888 Elm St, San Jose, NY",A,Sports,affiliate_001,,clean,
TXN-00002539,CUST-001529,488.34,,0.0,succeeded,0.0,,,,,2024-07-19 09:00:00,2024-07-16 09:00:00,218.135.55.28,DEV-930972,CARD-8776585,370000,8335,"6018 Elm St, New York, FL","3433 Elm St, Los Angeles, TX",Z,Toys,paid_social,,clean,
TXN-00002540,CUST-000584,348.33,,0.0,succeeded,0.0,,,,,2024-10-01 09:48:00,2024-09-27 09:48:00,126.214.189.151,DEV-159181,CARD-1043384,601100,3672,"3216 Park Blvd, San Antonio, OH","4334 Oak Ave, San Jose, IL",N,Apparel,email,,clean,
TXN-00002541,CUST-001003,298.69,,0.0,succeeded,0.0,,,,,2024-07-22 16:00:00,2024-07-17 16:00:00,120.180.163.210,DEV-748234,CARD-2558841,424242,4777,"1322 Main St, San Antonio, TX","2954 Park Blvd, Dallas, OH",Z,Food,organic,,clean,
TXN-00002542,CUST-000224,344.9,,0.0,succeeded,344.9,2024-05-21 17:24:00,,,,2024-05-12 17:24:00,2024-05-06 17:24:00,112.1.176.249,DEV-492443,CARD-7777216,601100,8630,"7745 Park Blvd, Houston, WA","8255 Main St, Philadelphia, OH",Y,Beauty,paid_social,,clean,
TXN-00002543,CUST-000395,298.46,,0.0,succeeded,0.0,,,,,2024-09-03 10:53:00,2024-09-01 10:53:00,250.175.160.155,DEV-635783,CARD-3634138,378282,5221,"2000 Park Blvd, San Jose, WA","7137 Oak Ave, Los Angeles, GA",A,Home,organic,,clean,
TXN-00002544,CUST-001836,631.87,,0.0,succeeded,0.0,,,,,2024-12-22 06:19:00,2024-12-15 06:19:00,2.115.182.237,DEV-522810,CARD-5072396,400000,9986,"8727 Main St, Dallas, WA","407 Elm St, Phoenix, OH",A,Food,paid_social,,clean,
TXN-00002545,CUST-000510,760.93,,0.0,succeeded,0.0,,,,,2024-09-28 01:07:00,2024-09-21 01:07:00,138.169.109.33,DEV-718142,CARD-7712773,450000,1071,"3341 Main St, Houston, TX","2908 Park Blvd, San Antonio, IL",Y,Electronics,organic,,clean,
TXN-00002546,CUST-000230,555.18,,0.0,succeeded,0.0,,,,,2024-06-20 00:17:00,2024-06-13 00:17:00,175.198.115.241,DEV-626066,CARD-3626302,450000,7107,"7716 Park Blvd, Phoenix, OH","6532 Cedar Ln, San Antonio, IL",A,Sports,paid_social,,clean,
TXN-00002547,CUST-001502,351.38,,0.0,succeeded,0.0,,,,,2024-04-30 22:47:00,2024-04-27 22:47:00,153.247.209.133,DEV-545945,CARD-7846778,378282,1803,"3111 Elm St, Phoenix, NY","1223 Elm St, Chicago, NY",Y,Food,email,,clean,
TXN-00002548,CUST-000666,104.71,,0.0,succeeded,0.0,,,,,2024-08-16 21:16:00,2024-08-10 21:16:00,183.232.234.132,DEV-289401,CARD-2076241,378282,3115,"7958 Cedar Ln, Dallas, WA","4645 Elm St, San Antonio, OH",N,Automotive,paid_social,,clean,
TXN-00002549,CUST-001697,229.85,,0.0,succeeded,0.0,,,,,2024-03-10 13:36:00,2024-03-03 13:36:00,74.204.222.75,DEV-611191,CARD-6159723,341111,3483,"4491 Elm St, Los Angeles, WA","492 Cedar Ln, New York, IL",A,Garden,email,,clean,
TXN-00002550,CUST-001660,274.66,,0.0,succeeded,0.0,,,,,2024-05-28 04:05:00,2024-05-25 04:05:00,104.246.147.218,DEV-766074,CARD-1853960,411111,1837,"4448 Park Blvd, Dallas, OH","6839 Oak Ave, Dallas, TX",Z,Toys,affiliate_001,,clean,
TXN-00002551,CUST-001020,602.02,,0.0,succeeded,0.0,,,,,2024-05-09 17:09:00,2024-05-06 17:09:00,101.196.72.177,DEV-176241,CARD-9875263,601100,7233,"6156 Cedar Ln, Philadelphia, CA","2637 Elm St, Los Angeles, TX",A,Home,email,,clean,
TXN-00002552,CUST-000161,41.97,,0.0,succeeded,0.0,,,,,2024-07-27 10:34:00,2024-07-21 10:34:00,248.203.225.241,DEV-200873,CARD-6514053,522222,7702,"8290 Oak Ave, San Diego, NY","9620 Cedar Ln, Los Angeles, WA",N,Beauty,paid_social,,clean,
TXN-00002553,CUST-001497,396.6,,0.0,succeeded,0.0,,,,,2024-01-06 05:34:00,2024-01-01 05:34:00,149.9.114.105,DEV-409848,CARD-2310511,601100,4777,"3939 Park Blvd, Philadelphia, WA","4731 Main St, San Diego, OH",A,Garden,affiliate_001,,clean,
TXN-00002554,CUST-001789,618.75,,0.0,succeeded,0.0,,,,,2024-06-17 19:21:00,2024-06-14 19:21:00,196.61.238.221,DEV-479544,CARD-8983312,424242,8213,"7946 Cedar Ln, Chicago, FL","122 Park Blvd, New York, NY",N,Apparel,affiliate_001,,clean,
TXN-00002555,CUST-001713,58.31,,0.0,succeeded,58.31,2024-03-18 20:35:00,,,,2024-02-29 20:35:00,2024-02-23 20:35:00,62.84.237.242,DEV-196011,CARD-6474830,601100,4193,"6790 Elm St, Phoenix, FL","825 Cedar Ln, Philadelphia, WA",Y,Sports,affiliate_001,,clean,
TXN-00002556,CUST-000844,123.9,,0.0,succeeded,123.9,2024-06-03 10:54:00,,,,2024-05-20 10:54:00,2024-05-17 10:54:00,105.160.240.148,DEV-926761,CARD-9526245,400000,2566,"5004 Park Blvd, New York, FL","7929 Cedar Ln, San Diego, IL",A,Electronics,email,,clean,
TXN-00002557,CUST-001506,279.02,,0.0,succeeded,0.0,,,,,2024-06-24 01:07:00,2024-06-18 01:07:00,96.79.12.93,DEV-266118,CARD-7903388,341111,1337,"2589 Oak Ave, San Diego, FL","4348 Main St, Philadelphia, IL",Y,Garden,paid_social,,clean,
TXN-00002558,CUST-001223,647.31,,0.0,succeeded,0.0,,,,,2024-01-14 13:20:00,2024-01-07 13:20:00,66.227.189.186,DEV-163340,CARD-4453398,400000,4394,"6467 Elm St, Dallas, TX","4028 Main St, Philadelphia, WA",A,Automotive,affiliate_001,,clean,
TXN-00002559,CUST-000691,101.96,,0.0,succeeded,101.96,2024-11-17 16:26:00,,,,2024-11-04 16:26:00,2024-10-29 16:26:00,190.111.27.99,DEV-146784,CARD-8990451,400000,7501,"5739 Elm St, San Jose, OH","2445 Cedar Ln, Dallas, WA",A,Home,organic,,clean,
TXN-00002560,CUST-000164,640.54,,0.0,succeeded,640.54,2024-10-11 03:12:00,,,,2024-10-09 03:12:00,2024-10-03 03:12:00,54.34.172.70,DEV-469846,CARD-6012739,411111,9787,"2486 Cedar Ln, San Jose, IL","9396 Cedar Ln, San Antonio, CA",Y,Home,affiliate_001,,clean,
TXN-00002561,CUST-001906,174.49,,0.0,succeeded,0.0,,lost,item_not_as_described,2024-06-18 13:01:00,2024-05-18 13:01:00,2024-05-14 13:01:00,53.31.165.25,DEV-615165,CARD-9211032,370000,2273,"166 Cedar Ln, San Diego, IL","4805 Main St, San Diego, NY",Y,Electronics,paid_social,,clean,
TXN-00002562,CUST-001579,419.98,,0.0,succeeded,0.0,,,,,2024-03-04 04:52:00,2024-02-28 04:52:00,110.42.24.129,DEV-542089,CARD-4110521,370000,9000,"7710 Park Blvd, Houston, IL","9914 Main St, San Diego, FL",A,Electronics,email,,clean,
