application_id,applicant_id,ssn_hash,date_of_birth,ssn_issue_year,ssn_issue_state,application_state,credit_file_age_months,stated_annual_income,application_timestamp,ip_address,device_fingerprint,name_ssn_match_score,address_match_score,phone_tenure_days,email_tenure_days,email_domain,kyc_attempt_count,kyc_result,kyc_start_timestamp,kyc_complete_timestamp,document_type,kyc_failure_reasons,liveness_score,document_auth_score,manual_review_flag,application_status,fraud_label,signal_embedded
APP-00001482,APPL-005239,90be38d84026b5b1,1978-07-27,1980,CA,PA,100,113535.0,2024-03-13 17:24:00,211.185.232.177,DEV-331737,83.2,76.4,2341,1411,icloud.com,1,pass,2024-03-13 17:24:00,2024-03-13 17:27:53,drivers_license,,90.8,98.7,0,approved,clean,
APP-00001483,APPL-002444,49d45991187c3dff,1966-08-28,1970,TX,OH,37,75177.0,2023-08-11 05:01:00,19.206.39.122,DEV-709976,77.6,91.7,372,4000,yahoo.com,1,pass,2023-08-11 05:01:00,2023-08-11 05:05:27,drivers_license,,90.7,85.8,0,approved,clean,
APP-00001484,APPL-003853,f1b8983725a8c25b,1991-08-08,1992,IL,FL,78,94007.0,2023-03-13 06:56:00,139.121.154.101,DEV-960557,83.7,86.5,804,3744,outlook.com,1,pass,2023-03-13 06:56:00,2023-03-13 07:04:08,passport,,85.5,98.6,0,declined,clean,
APP-00001485,APPL-009206,79b2dafdab68583c,1972-01-11,1974,NY,CA,150,82730.0,2023-08-26 04:19:00,104.120.118.123,DEV-218924,98.3,94.7,984,898,hotmail.com,1,pass,2023-08-26 04:19:00,2023-08-26 04:21:26,state_id,,85.5,95.1,0,approved,clean,
APP-00001486,APPL-009904,16bf0d10ba00e8bf,1962-07-14,1964,FL,CA,194,49539.0,2023-08-03 04:28:00,141.35.78.241,DEV-355547,88.5,81.4,480,2435,gmail.com,1,pass,2023-08-03 04:28:00,2023-08-03 04:30:34,drivers_license,,95.1,96.1,0,approved,clean,
APP-00001487,APPL-007780,6b1992e4fa5aa014,1998-06-21,2001,OH,OH,157,62378.0,2023-05-03 08:31:00,60.197.166.249,DEV-283689,98.2,93.3,423,1558,gmail.com,1,pass,2023-05-03 08:31:00,2023-05-03 08:38:52,drivers_license,,88.4,84.7,0,approved,clean,
APP-00001488,APPL-005655,d3e7020e66a22c23,1986-03-17,1991,PA,FL,47,39565.0,2024-03-18 04:19:00,159.244.2.53,DEV-370327,98.5,95.1,2058,1372,gmail.com,1,pass,2024-03-18 04:19:00,2024-03-18 04:23:43,state_id,,89.2,80.3,0,approved,clean,
APP-00001489,APPL-006299,faddf655703fde9a,1986-05-31,1988,PA,GA,54,108595.0,2023-06-30 02:21:00,90.136.240.164,DEV-199361,76.9,85.7,1946,2254,outlook.com,1,pass,2023-06-30 02:21:00,2023-06-30 02:29:16,drivers_license,,84.1,86.9,0,approved,clean,
APP-00001490,APPL-007066,7136ac427c281e37,1991-09-08,1992,WA,FL,112,73562.0,2023-02-16 10:49:00,43.118.151.16,DEV-922291,86.7,87.7,490,486,hotmail.com,1,pass,2023-02-16 10:49:00,2023-02-16 10:56:09,passport,,86.4,86.0,0,declined,clean,
APP-00001491,APPL-007968,ad7fa99f215180a6,1982-04-10,1987,IL,NC,95,50332.0,2023-01-28 13:10:00,55.179.27.208,DEV-501246,93.1,90.9,1723,3654,gmail.com,2,pass,2023-01-28 13:10:00,2023-01-28 13:13:41,passport,,91.1,99.6,0,declined,clean,
APP-00001492,APPL-006605,70f8a85a2a753566,1968-10-20,1973,FL,OH,229,115529.0,2023-10-11 05:46:00,34.9.246.148,DEV-451175,77.9,71.0,428,631,yahoo.com,1,pass,2023-10-11 05:46:00,2023-10-11 05:50:18,state_id,,90.6,87.7,0,pending,clean,
APP-00001493,APPL-003303,3e5c7a98cc7fb779,1961-05-17,1962,NC,GA,37,46106.0,2024-12-06 19:46:00,77.166.91.154,DEV-518990,78.0,95.8,2055,3268,yahoo.com,2,pass,2024-12-06 19:46:00,2024-12-06 19:55:57,passport,,88.5,87.2,0,approved,clean,
APP-00001494,APPL-000886,97c8d2bd8aa115be,1960-10-26,1961,CA,IL,70,119214.0,2024-04-17 08:14:00,105.5.61.114,DEV-560584,98.5,95.1,489,3905,hotmail.com,1,pass,2024-04-17 08:14:00,2024-04-17 08:23:10,drivers_license,,80.7,99.3,0,approved,clean,
APP-00001495,APPL-001221,d163b352778f909f,1968-05-28,1972,IL,FL,44,42526.0,2023-01-31 13:42:00,147.160.165.83,DEV-887539,83.0,98.0,1377,503,yahoo.com,1,pass,2023-01-31 13:42:00,2023-01-31 13:46:44,state_id,,82.7,85.6,0,approved,clean,
APP-00001496,APPL-001581,5890349e5a1e6d15,1975-01-08,1980,IL,CA,159,119739.0,2024-12-22 02:42:00,151.140.78.117,DEV-269183,94.4,83.5,2368,728,outlook.com,1,pass,2024-12-22 02:42:00,2024-12-22 02:49:05,drivers_license,,88.0,88.2,0,approved,clean,
APP-00001497,APPL-008775,1ad255816c5ac06c,1968-12-21,1973,PA,TX,107,82691.0,2024-10-30 11:30:00,227.32.47.66,DEV-812468,79.6,87.5,2635,357,hotmail.com,1,pass,2024-10-30 11:30:00,2024-10-30 11:37:17,state_id,,83.7,84.2,0,approved,clean,
APP-00001498,APPL-007478,e9a2d7996fd4b4f1,1989-07-10,1990,NC,IL,79,110903.0,2024-10-04 03:10:00,218.1.223.252,DEV-215935,88.8,84.5,823,762,outlook.com,2,pass,2024-10-04 03:10:00,2024-10-04 03:19:09,passport,,86.5,86.7,0,pending,clean,
APP-00001499,APPL-003715,19e7d49ca0d5bf43,1976-02-01,1981,IL,NY,80,101786.0,2024-06-25 09:37:00,18.190.42.183,DEV-921868,88.2,74.1,761,1717,outlook.com,1,pass,2024-06-25 09:37:00,2024-06-25 09:43:55,state_id,,90.2,89.8,0,pending,clean,
APP-00001500,APPL-001398,616434b00369c080,1988-08-10,1990,PA,NC,211,71648.0,2023-12-09 01:55:00,163.106.178.16,DEV-970007,88.5,75.7,207,3859,yahoo.com,1,pass,2023-12-09 01:55:00,2023-12-09 01:59:27,passport,,97.8,89.6,0,pending,clean,
APP-00001501,APPL-001806,ba41cf81c6657e8a,1990-12-28,1995,PA,CA,187,100699.0,2024-06-04 04:24:00,1.82.196.81,DEV-133379,91.8,72.3,423,1824,gmail.com,2,pass,2024-06-04 04:24:00,2024-06-04 04:26:27,state_id,,89.3,85.6,0,approved,clean,
APP-00001502,APPL-007907,6c56a0bba9e0ded5,1988-04-23,1990,OH,WA,149,51396.0,2024-08-08 01:05:00,133.120.218.61,DEV-465718,99.2,86.0,800,1171,outlook.com,1,pass,2024-08-08 01:05:00,2024-08-08 01:06:52,state_id,,82.0,86.9,0,pending,clean,
APP-00001503,APPL-004696,9e2382ac86594fae,1969-03-10,1971,GA,TX,82,104995.0,2023-10-11 08:15:00,42.107.102.134,DEV-815653,93.1,84.0,2275,2522,gmail.com,1,pass,2023-10-11 08:15:00,2023-10-11 08:22:40,passport,,80.6,87.0,0,pending,clean,
APP-00001504,APPL-003786,751e07c8f5ea9685,1975-04-29,1980,IL,GA,205,88461.0,2023-12-02 22:43:00,158.6.26.198,DEV-862273,97.7,71.2,470,2515,outlook.com,1,pass,2023-12-02 22:43:00,2023-12-02 22:44:59,drivers_license,,98.3,85.1,0,approved,clean,
APP-00001505,APPL-007071,6bc57ff8d729089c,1992-09-29,1994,NC,NY,164,67906.0,2024-05-14 12:31:00,176.150.4.110,DEV-694886,88.6,92.6,991,3138,icloud.com,1,pass,2024-05-14 12:31:00,2024-05-14 12:39:01,passport,,89.1,90.4,0,approved,clean,
APP-00001506,APPL-000272,66a1ff61db83ba95,1965-04-21,1968,NY,FL,228,65185.0,2024-10-07 12:42:00,19.230.192.152,DEV-587318,98.4,98.0,1160,806,icloud.com,2,pass,2024-10-07 12:42:00,2024-10-07 12:48:08,passport,,97.2,90.6,0,approved,clean,
APP-00001507,APPL-001043,a4f17fab7f86d600,1975-08-06,1978,TX,CA,36,66592.0,2024-03-10 06:09:00,254.55.110.146,DEV-871015,91.7,75.6,2958,473,hotmail.com,2,pass,2024-03-10 06:09:00,2024-03-10 06:11:05,state_id,,98.1,88.8,0,approved,clean,
APP-00001508,APPL-003387,216bff43777feb6f,1998-09-11,2001,IL,CA,113,116959.0,2023-08-12 09:34:00,190.153.15.152,DEV-503640,88.9,97.1,2049,722,hotmail.com,2,pass,2023-08-12 09:34:00,2023-08-12 09:37:37,passport,,83.6,82.6,0,declined,clean,
APP-00001509,APPL-009926,bd799553b0bf31cf,1983-10-04,1987,CA,NC,168,50278.0,2024-01-08 20:51:00,103.194.64.103,DEV-289726,87.9,88.8,1899,3487,yahoo.com,1,pass,2024-01-08 20:51:00,2024-01-08 21:00:13,drivers_license,,87.4,83.8,0,pending,clean,
APP-00001510,APPL-000060,ac0b580a63a759c1,1976-11-18,1981,WA,WA,19,70473.0,2023-03-01 14:17:00,66.61.184.251,DEV-644387,73.7,87.4,276,61,hotmail.com,1,pass,2023-03-01 14:17:00,2023-03-01 14:18:47,drivers_license,,86.7,79.4,0,declined,fraud,velocity_at_origination
APP-00001511,APPL-008754,9d8a23dc538e0ab1,1962-11-05,1964,IL,CA,164,74274.0,2024-07-09 01:08:00,246.18.79.185,DEV-458574,90.0,79.9,714,1277,gmail.com,1,pass,2024-07-09 01:08:00,2024-07-09 01:17:31,state_id,,87.6,97.4,0,approved,clean,
APP-00001512,APPL-008427,7868bd7e793ace8c,1963-04-08,1967,NC,PA,170,76010.0,2024-01-25 09:27:00,223.193.57.55,DEV-204824,94.1,91.6,883,308,gmail.com,1,pass,2024-01-25 09:27:00,2024-01-25 09:35:06,state_id,,88.3,98.8,0,approved,clean,
APP-00001513,APPL-008990,c2cee15e59d272f0,1963-08-15,1967,CA,PA,60,40814.0,2024-07-26 13:08:00,154.58.73.68,DEV-544989,84.0,92.6,1301,1198,yahoo.com,1,pass,2024-07-26 13:08:00,2024-07-26 13:12:42,state_id,,87.3,83.4,0,approved,clean,
APP-00001514,APPL-001003,e9b8b57e8587d8ad,1999-01-16,2004,CA,CA,182,112488.0,2023-10-24 05:12:00,98.95.151.159,DEV-604835,85.9,79.0,1885,1761,icloud.com,1,pass,2023-10-24 05:12:00,2023-10-24 05:17:33,drivers_license,,99.6,80.5,0,approved,clean,
APP-00001515,APPL-000838,58c1b42ed8c6c491,1982-11-24,1987,FL,IL,153,62020.0,2024-10-04 21:17:00,177.186.9.236,DEV-829530,75.9,76.1,1091,273,yahoo.com,1,pass,2024-10-04 21:17:00,2024-10-04 21:21:44,drivers_license,,93.5,90.3,0,approved,clean,
APP-00001516,APPL-008169,ea5031eb614ee04a,1983-12-22,1984,FL,PA,230,60183.0,2024-12-24 01:48:00,28.90.239.246,DEV-329879,91.2,95.1,2211,3991,yahoo.com,1,pass,2024-12-24 01:48:00,2024-12-24 01:51:11,drivers_license,,99.3,84.0,0,declined,clean,
APP-00001517,APPL-009098,75d75c0cf8f26d29,1964-07-26,1966,TX,NY,160,80129.0,2023-07-22 13:06:00,73.212.180.18,DEV-204282,82.3,73.2,2786,3357,hotmail.com,1,pass,2023-07-22 13:06:00,2023-07-22 13:11:33,state_id,,81.9,90.9,0,approved,clean,
APP-00001518,APPL-000093,56f50e0d76a4d53e,1980-09-24,1987,NC,WA,38,52948.0,2024-09-02 01:24:00,151.197.6.73,DEV-539957,74.9,63.0,477,365,yahoo.com,8,pass,2024-09-02 01:24:00,2024-09-02 01:24:13,passport,document_tampered,50.0,54.9,0,declined,fraud,kyc_bypass_indicators
APP-00001519,APPL-004972,b319ddf570d1aa0e,1987-02-25,1992,WA,OH,87,49650.0,2023-07-20 08:47:00,106.194.168.105,DEV-390570,86.1,78.4,360,1756,hotmail.com,2,pass,2023-07-20 08:47:00,2023-07-20 08:50:48,drivers_license,,89.7,98.3,0,declined,clean,
APP-00001520,APPL-001191,1c8761311d1f5349,1998-10-10,1999,WA,IL,214,64094.0,2023-05-15 02:32:00,17.111.104.194,DEV-653506,78.2,95.5,1282,3470,outlook.com,2,pass,2023-05-15 02:32:00,2023-05-15 02:35:42,passport,,89.2,86.4,0,declined,clean,
APP-00001521,APPL-002666,036279e3dedf7517,1964-12-26,1966,CA,GA,185,68464.0,2024-11-19 04:05:00,198.1.255.120,DEV-972384,75.5,81.9,1705,781,hotmail.com,1,pass,2024-11-19 04:05:00,2024-11-19 04:12:11,state_id,,87.5,94.9,0,pending,clean,
APP-00001522,APPL-000626,f1eb9709affaf58b,1975-05-18,1978,WA,IL,216,110699.0,2024-12-22 17:51:00,34.68.36.202,DEV-470888,94.5,99.4,1072,2375,outlook.com,1,pass,2024-12-22 17:51:00,2024-12-22 18:00:18,passport,,90.2,95.7,0,approved,clean,
APP-00001523,APPL-009012,a687b03e58ba1d4c,1984-11-19,1985,FL,CA,116,112474.0,2023-02-06 10:01:00,245.163.168.228,DEV-842510,75.4,98.5,2681,2335,yahoo.com,1,pass,2023-02-06 10:01:00,2023-02-06 10:06:46,state_id,,98.7,86.9,0,approved,clean,
APP-00001524,APPL-005558,eadaf1d5cc3618ea,1990-05-15,1993,WA,TX,155,39909.0,2024-01-15 20:12:00,11.231.210.192,DEV-719035,91.0,93.6,858,797,yahoo.com,1,pass,2024-01-15 20:12:00,2024-01-15 20:14:06,drivers_license,,88.9,90.2,0,declined,clean,
APP-00001525,APPL-003371,7b4229176bba594b,1985-01-14,1988,NY,FL,175,63454.0,2023-04-26 00:09:00,14.15.214.161,DEV-823485,87.2,95.6,2457,3334,gmail.com,1,pass,2023-04-26 00:09:00,2023-04-26 00:11:32,drivers_license,,88.1,91.3,0,approved,clean,
APP-00001526,APPL-006140,5c2c1d097092fb87,1983-07-29,1987,IL,NY,139,80539.0,2024-03-28 22:47:00,55.79.204.36,DEV-937067,86.8,75.6,465,2732,yahoo.com,1,pass,2024-03-28 22:47:00,2024-03-28 22:55:37,state_id,,85.0,83.2,0,approved,clean,
APP-00001527,APPL-004462,667eed38ee5d1480,1970-03-23,1975,PA,IL,62,54435.0,2024-05-23 20:11:00,49.205.189.236,DEV-340388,82.1,88.3,1336,2538,gmail.com,1,pass,2024-05-23 20:11:00,2024-05-23 20:16:22,passport,,82.5,85.7,0,approved,clean,
APP-00001528,APPL-003356,7aeaf51eb706910f,1961-04-06,1966,IL,FL,125,115786.0,2024-02-12 22:04:00,92.69.210.62,DEV-199645,94.2,88.2,2627,3175,yahoo.com,1,pass,2024-02-12 22:04:00,2024-02-12 22:08:05,state_id,,85.0,87.9,0,approved,clean,
APP-00001529,APPL-006443,b3bdf8b9ac89807d,1979-01-24,1983,PA,NY,211,58413.0,2023-04-14 15:54:00,197.210.129.155,DEV-730992,93.9,70.6,513,3365,outlook.com,1,pass,2023-04-14 15:54:00,2023-04-14 15:57:40,state_id,,99.4,80.7,0,pending,clean,
APP-00001530,APPL-009693,1d341710b9b516e4,1984-06-12,1987,TX,IL,215,62838.0,2024-09-27 16:46:00,228.161.72.77,DEV-800099,79.3,75.2,2795,2036,outlook.com,2,pass,2024-09-27 16:46:00,2024-09-27 16:52:56,passport,,81.0,90.0,0,approved,clean,
APP-00001531,APPL-007308,cd192ba3b33459a9,1973-08-04,1976,WA,PA,170,51907.0,2024-09-28 09:45:00,87.5.114.114,DEV-349916,97.1,80.8,1538,3127,hotmail.com,1,pass,2024-09-28 09:45:00,2024-09-28 09:48:40,passport,,89.2,91.4,0,pending,clean,
APP-00001532,APPL-005120,fb54388256c8cede,1969-04-16,1972,IL,IL,154,48561.0,2023-12-09 11:21:00,107.73.12.71,DEV-895584,87.0,81.7,2524,3247,outlook.com,2,pass,2023-12-09 11:21:00,2023-12-09 11:25:07,state_id,,87.2,87.3,0,approved,clean,
APP-00001533,APPL-008647,9d32952f4052cf17,1984-08-27,1988,OH,PA,122,91886.0,2023-04-27 01:20:00,28.33.182.126,DEV-989574,79.4,79.9,2505,2396,hotmail.com,1,pass,2023-04-27 01:20:00,2023-04-27 01:28:18,passport,,93.5,80.9,0,declined,clean,
APP-00001534,APPL-005274,14c747bce7f3a611,1972-05-28,1976,IL,OH,228,51162.0,2023-11-11 06:45:00,177.101.49.211,DEV-860637,98.6,72.0,1512,314,yahoo.com,1,pass,2023-11-11 06:45:00,2023-11-11 06:50:22,drivers_license,,92.3,86.9,0,declined,clean,
APP-00001535,APPL-008912,4f99f66faf83024a,1977-01-05,1981,GA,NC,159,58484.0,2023-08-05 04:20:00,230.175.133.233,DEV-183777,96.8,92.9,1249,463,outlook.com,2,pass,2023-08-05 04:20:00,2023-08-05 04:24:03,state_id,,90.3,86.6,0,approved,clean,
APP-00001536,APPL-005392,b9eafd472fc43304,1987-11-18,1992,TX,PA,96,109497.0,2023-03-28 01:44:00,133.63.235.225,DEV-259681,96.6,77.1,1235,1712,yahoo.com,1,pass,2023-03-28 01:44:00,2023-03-28 01:47:45,state_id,,96.3,95.5,0,declined,clean,
APP-00001537,APPL-005180,2d6a92834370ce4b,1987-10-02,1988,NC,PA,232,53492.0,2023-03-09 15:56:00,10.78.244.178,DEV-231323,90.1,71.4,1106,2429,gmail.com,1,pass,2023-03-09 15:56:00,2023-03-09 15:59:23,passport,,95.6,87.1,0,approved,clean,
APP-00001538,APPL-007699,f9040919f35896ce,1984-04-28,1989,TX,GA,115,110603.0,2023-01-16 05:15:00,202.179.150.14,DEV-497777,76.6,83.1,2873,3275,icloud.com,1,pass,2023-01-16 05:15:00,2023-01-16 05:24:35,state_id,,90.2,96.9,0,pending,clean,
APP-00001539,APPL-007090,54ca2d9b0f98b1f2,1981-10-21,1986,OH,TX,60,40574.0,2024-11-29 15:17:00,137.187.184.50,DEV-614107,96.1,83.0,1070,1450,hotmail.com,2,pass,2024-11-29 15:17:00,2024-11-29 15:20:05,state_id,,82.7,88.7,0,approved,clean,
APP-00001540,APPL-009785,61f90fb1d18e484b,1976-06-10,1980,FL,NY,59,60942.0,2023-05-17 20:03:00,95.208.17.149,DEV-100539,88.9,80.1,584,3331,icloud.com,1,pass,2023-05-17 20:03:00,2023-05-17 20:09:04,drivers_license,,94.5,83.0,0,approved,clean,
APP-00001541,APPL-002773,43b6aee0157cfc07,1972-02-21,1975,OH,WA,74,92675.0,2023-09-08 03:51:00,72.124.77.250,DEV-166559,96.7,84.6,2516,1507,gmail.com,1,pass,2023-09-08 03:51:00,2023-09-08 03:53:21,passport,,97.2,90.8,0,approved,clean,
APP-00001542,APPL-002372,948eb4e6a08041d5,1986-02-10,1990,TX,OH,210,90872.0,2023-05-27 10:02:00,221.213.177.26,DEV-346714,75.3,96.3,2923,877,gmail.com,1,pass,2023-05-27 10:02:00,2023-05-27 10:08:36,state_id,,84.9,90.5,0,declined,clean,
APP-00001543,APPL-006586,ad7038b040ae7c41,1990-08-22,1995,FL,NY,193,73370.0,2023-02-26 16:47:00,5.198.11.81,DEV-447659,83.0,94.9,2157,1419,hotmail.com,1,pass,2023-02-26 16:47:00,2023-02-26 16:52:29,drivers_license,,85.8,85.4,0,approved,clean,
APP-00001544,APPL-006076,92d1cd640334c088,1965-04-16,1967,PA,GA,179,108064.0,2024-04-06 23:38:00,15.206.34.87,DEV-219221,85.9,86.5,1639,3457,hotmail.com,1,pass,2024-04-06 23:38:00,2024-04-06 23:43:19,drivers_license,,95.4,94.3,0,approved,clean,
APP-00001545,APPL-001872,21f69feeca642262,1970-08-12,1975,TX,FL,165,39631.0,2023-07-26 15:08:00,121.248.139.243,DEV-299596,88.5,73.4,614,3796,outlook.com,1,pass,2023-07-26 15:08:00,2023-07-26 15:14:25,drivers_license,,90.2,90.0,0,approved,clean,
APP-00001546,APPL-002441,268f3c230245deb6,1970-06-23,1973,NY,PA,139,51549.0,2023-05-25 05:35:00,20.180.109.1,DEV-638387,91.3,78.6,427,3809,icloud.com,2,pass,2023-05-25 05:35:00,2023-05-25 05:36:40,passport,,83.5,82.8,0,approved,clean,
APP-00001547,APPL-007113,a3f75788a388c3fa,1972-05-15,1974,FL,CA,182,44788.0,2024-07-04 16:14:00,64.142.33.183,DEV-173973,75.5,94.7,2259,625,gmail.com,2,pass,2024-07-04 16:14:00,2024-07-04 16:15:38,passport,,85.7,97.3,0,approved,clean,
APP-00001548,APPL-006354,78709c3a8acc2a56,1968-04-15,1971,OH,TX,135,91412.0,2023-01-22 06:06:00,65.85.201.215,DEV-826306,78.7,98.2,634,544,gmail.com,1,pass,2023-01-22 06:06:00,2023-01-22 06:10:42,passport,,92.3,88.0,0,approved,clean,
APP-00001549,APPL-002984,7e8659bf9a8c045a,1964-12-06,1966,NY,WA,170,57297.0,2023-10-29 11:36:00,6.221.19.84,DEV-329763,86.8,87.7,1610,1687,gmail.com,1,pass,2023-10-29 11:36:00,2023-10-29 11:38:01,passport,,82.2,83.1,0,pending,clean,
APP-00001550,APPL-006962,e3997d25128fbd41,1970-01-13,1973,TX,PA,55,36592.0,2023-12-30 09:54:00,21.103.246.147,DEV-261607,87.6,89.1,1917,208,yahoo.com,2,pass,2023-12-30 09:54:00,2023-12-30 10:03:59,state_id,,87.1,91.3,0,approved,clean,
APP-00001551,APPL-003201,90651d4021a6dd99,1972-05-07,1976,NC,GA,163,39564.0,2024-07-28 17:58:00,236.62.220.53,DEV-381059,99.8,95.4,854,598,outlook.com,2,pass,2024-07-28 17:58:00,2024-07-28 18:00:28,passport,,84.0,96.8,0,approved,clean,
APP-00001552,APPL-001674,46ab9a77a46ee45a,1970-03-25,1972,FL,WA,231,87489.0,2024-02-05 22:40:00,209.148.169.224,DEV-691560,87.1,85.7,2162,1243,hotmail.com,2,pass,2024-02-05 22:40:00,2024-02-05 22:42:54,state_id,,87.9,84.4,0,approved,clean,
APP-00001553,APPL-000900,19e1cf59bcd15e12,1968-10-18,1970,NC,WA,76,53977.0,2024-11-24 04:08:00,231.151.12.58,DEV-779516,84.7,80.5,2325,1022,icloud.com,1,pass,2024-11-24 04:08:00,2024-11-24 04:16:25,drivers_license,,82.7,90.8,0,approved,clean,
APP-00001554,APPL-001723,45337d564b0e0cf0,1974-06-03,1976,FL,TX,72,92638.0,2023-11-25 23:41:00,76.65.75.114,DEV-667729,86.6,78.7,2948,882,hotmail.com,1,pass,2023-11-25 23:41:00,2023-11-25 23:49:59,passport,,94.1,92.6,0,approved,clean,
APP-00001555,APPL-005213,75085ee5b4f8a92b,1962-10-08,1966,TX,OH,154,101818.0,2023-08-11 10:42:00,69.125.223.182,DEV-330107,98.6,96.1,642,2039,hotmail.com,1,pass,2023-08-11 10:42:00,2023-08-11 10:50:24,passport,,85.3,97.3,0,declined,clean,
APP-00001556,APPL-001724,67d4a84486032388,1973-01-20,1975,IL,IL,141,42454.0,2023-05-20 23:52:00,115.204.20.160,DEV-282234,86.9,74.1,1205,1175,icloud.com,2,pass,2023-05-20 23:52:00,2023-05-20 23:54:26,drivers_license,,84.9,85.6,0,approved,clean,
APP-00001557,APPL-006715,117cc23d26643edc,1979-09-13,1980,FL,WA,71,59278.0,2023-02-14 12:32:00,18.35.209.87,DEV-653312,99.4,84.0,2017,1104,yahoo.com,2,pass,2023-02-14 12:32:00,2023-02-14 12:36:04,drivers_license,,96.2,97.8,0,approved,clean,
APP-00001558,APPL-001167,54ed7424b2651625,1995-02-16,1998,NC,NC,178,70503.0,2023-10-05 05:38:00,93.75.230.132,DEV-452737,80.4,84.2,1863,1842,yahoo.com,1,pass,2023-10-05 05:38:00,2023-10-05 05:43:08,passport,,96.4,96.3,0,approved,clean,
APP-00001559,APPL-007929,8a0ec2fe0113b4f0,1999-05-23,2002,IL,TX,190,117362.0,2024-03-04 03:48:00,31.209.75.254,DEV-269313,93.1,96.4,886,1968,icloud.com,2,pass,2024-03-04 03:48:00,2024-03-04 03:53:15,drivers_license,,98.6,85.5,0,pending,clean,
APP-00001560,APPL-002064,d3db2a0ebe24424d,1993-01-04,1995,FL,FL,227,106301.0,2024-04-12 11:11:00,78.165.0.222,DEV-375394,84.0,90.2,702,951,gmail.com,2,pass,2024-04-12 11:11:00,2024-04-12 11:18:25,passport,,89.4,80.8,0,declined,clean,
APP-00001561,APPL-005405,18e043de7404d756,1983-03-03,1988,NY,OH,158,119117.0,2024-07-16 11:40:00,190.153.168.156,DEV-710060,94.8,84.8,2345,3712,yahoo.com,1,pass,2024-07-16 11:40:00,2024-07-16 11:48:15,passport,,83.4,99.8,0,approved,clean,
APP-00001562,APPL-002247,86b1afb6068011eb,1988-09-30,1991,CA,CA,128,69817.0,2024-11-16 06:59:00,69.156.73.9,DEV-893499,86.4,88.0,642,1826,hotmail.com,2,pass,2024-11-16 06:59:00,2024-11-16 07:04:25,passport,,93.2,94.0,0,approved,clean,
APP-00001563,APPL-000693,f12ee006ca02ef6c,1980-12-25,1983,IL,FL,139,89826.0,2023-05-14 04:46:00,85.28.13.13,DEV-253642,78.5,78.7,2282,2426,hotmail.com,1,pass,2023-05-14 04:46:00,2023-05-14 04:53:33,state_id,,93.0,88.5,0,approved,clean,
APP-00001564,APPL-003841,b1453b77be46229a,1965-11-14,1967,CA,NY,48,80979.0,2024-01-25 17:30:00,108.187.241.100,DEV-733055,81.0,98.8,2486,3656,hotmail.com,1,pass,2024-01-25 17:30:00,2024-01-25 17:35:39,state_id,,92.4,94.5,0,declined,clean,
APP-00001565,APPL-004336,1a1058d04df9a66f,1975-09-02,1977,NC,NY,182,62995.0,2024-05-28 06:29:00,149.218.102.136,DEV-300384,88.5,85.2,409,613,yahoo.com,1,pass,2024-05-28 06:29:00,2024-05-28 06:35:03,passport,,83.4,84.8,0,pending,clean,
APP-00001566,APPL-001977,f276add58832a5a4,1997-10-25,2000,IL,TX,129,92482.0,2023-03-23 17:44:00,212.191.181.173,DEV-311098,85.0,99.9,768,2763,yahoo.com,1,pass,2023-03-23 17:44:00,2023-03-23 17:52:18,passport,,87.2,89.3,0,approved,clean,
APP-00001567,APPL-002241,88ac04bfd51e7bcd,1969-01-07,1974,WA,GA,234,108053.0,2023-04-02 12:11:00,211.218.171.110,DEV-750599,97.3,93.1,2930,3372,hotmail.com,1,pass,2023-04-02 12:11:00,2023-04-02 12:14:52,state_id,,99.7,99.6,0,approved,clean,
APP-00001568,APPL-008679,0275961ee7eec869,1985-07-09,1989,IL,FL,158,81017.0,2023-03-16 18:39:00,150.237.252.125,DEV-452545,96.7,94.7,1342,564,outlook.com,1,pass,2023-03-16 18:39:00,2023-03-16 18:43:05,drivers_license,,94.5,80.5,0,approved,clean,
APP-00001569,APPL-001400,1067ba2c67535ea3,1967-05-28,1972,IL,GA,168,66400.0,2024-05-24 03:12:00,19.113.201.81,DEV-172456,94.7,95.2,1442,192,yahoo.com,1,pass,2024-05-24 03:12:00,2024-05-24 03:19:38,drivers_license,,85.7,81.9,0,approved,clean,
APP-00001570,APPL-000276,4e55faf8afa0a9ac,1962-06-05,1967,WA,FL,175,37625.0,2023-05-08 22:03:00,190.36.234.62,DEV-623277,95.7,74.6,1384,3469,outlook.com,1,pass,2023-05-08 22:03:00,2023-05-08 22:09:39,passport,,88.8,97.1,0,declined,clean,
APP-00001571,APPL-008275,b1d955998659bf91,1978-12-07,1982,NY,PA,141,82958.0,2023-08-04 05:26:00,116.190.107.65,DEV-235027,88.0,71.0,2734,1561,hotmail.com,1,pass,2023-08-04 05:26:00,2023-08-04 05:35:53,drivers_license,,96.4,92.0,0,approved,clean,
APP-00001572,APPL-009688,d459cd0120457392,1966-01-07,1970,TX,IL,36,99220.0,2023-12-21 10:59:00,102.104.118.173,DEV-864874,91.5,75.8,2564,1080,hotmail.com,1,pass,2023-12-21 10:59:00,2023-12-21 11:07:52,drivers_license,,86.2,97.1,0,pending,clean,
